count,label,timestamp,lon,lat,URI,observableURI
1028,fertilizer,1233658920000,-122.571944,37.946388,http://www.c2s2.jhuapl.edu/sdg#fertilizer_02032009_0602_-122-571944_37-946388,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable3623aba7-2821-41fa-82dd-fcf3d2a60854
1029,cash transaction,1233749700000,-122.812222,37.071388,http://www.c2s2.jhuapl.edu/sdg#cash_transaction_02042009_0715_-122-812222_37-071388,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable7b7aae97-16ea-45bd-87df-231f01c42a13
1030,waste water,1233865440000,-122.6125,37.072222,http://www.c2s2.jhuapl.edu/sdg#waste_water_02052009_1524_-122-6125_37-072222,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observablea41446b7-2c24-41a8-97ee-75f0278729df
1031,fertilizer bag,1233858300000,-122.811666,37.100555,http://www.c2s2.jhuapl.edu/sdg#fertilizer_bag_02052009_1325_-122-811666_37-100555,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable3623aba7-2821-41fa-82dd-fcf3d2a60854
1032,wheel barrels,1233655980000,-122.736111,37.945555,http://www.c2s2.jhuapl.edu/sdg#wheel_barrels_02032009_0513_-122-736111_37-945555,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1033,detection of car,1233757500000,-122.703055,37.069722,http://www.c2s2.jhuapl.edu/sdg#detection_of_car_02042009_0925_-122-703055_37-069722,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1034,rubble,1233809820000,-122.6125,37.072222,http://www.c2s2.jhuapl.edu/sdg#rubble_02042009_2357_-122-6125_37-072222,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable6d7b78a6-abee-43fb-befa-563cee5a4d71
1035,fertilizer,1233889080000,-122.703055,37.1025,http://www.c2s2.jhuapl.edu/sdg#fertilizer_02052009_2158_-122-703055_37-1025,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable3623aba7-2821-41fa-82dd-fcf3d2a60854
1036,urea signature,1234061880000,-122.776388,37.900833,http://www.c2s2.jhuapl.edu/sdg#urea_signature_02072009_2158_-122-776388_37-900833,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1037,cash transaction,1233726120000,-122.703055,37.069722,http://www.c2s2.jhuapl.edu/sdg#cash_transaction_02042009_0042_-122-703055_37-069722,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable7b7aae97-16ea-45bd-87df-231f01c42a13
1038,soil,1233701460000,-122.739444,37.915,http://www.c2s2.jhuapl.edu/sdg#soil_02032009_1751_-122-739444_37-915,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable07876394-5310-40df-8cf4-581884cec827
1039,cash transaction,1234064280000,-122.848888,37.969166,http://www.c2s2.jhuapl.edu/sdg#cash_transaction_02072009_2238_-122-848888_37-969166,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable7b7aae97-16ea-45bd-87df-231f01c42a13
1040,bags of fertilizer,1233823020000,-122.576388,37.069444,http://www.c2s2.jhuapl.edu/sdg#bags_of_fertilizer_02052009_0337_-122-576388_37-069444,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1041,7 gallon black plastic jugs,1234028400000,-122.776388,37.900277,http://www.c2s2.jhuapl.edu/sdg#7_gallon_black_plastic_jugs_02072009_1240_-122-776388_37-900277,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1042,white truck,1233847800000,-122.812222,37.071388,http://www.c2s2.jhuapl.edu/sdg#white_truck_02052009_1030_-122-812222_37-071388,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1043,cash transaction,1233878880000,-122.813055,37.039166,http://www.c2s2.jhuapl.edu/sdg#cash_transaction_02052009_1908_-122-813055_37-039166,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable7b7aae97-16ea-45bd-87df-231f01c42a13
1044,box truck,1233746700000,-122.812777,37.038333,http://www.c2s2.jhuapl.edu/sdg#box_truck_02042009_0625_-122-812777_37-038333,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1045,abandoned car,1233873420000,-122.703055,37.069722,http://www.c2s2.jhuapl.edu/sdg#abandoned_car_02052009_1737_-122-703055_37-069722,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1046,shovel,1233716820000,-122.738055,37.069444,http://www.c2s2.jhuapl.edu/sdg#shovel_02032009_2207_-122-738055_37-069444,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observablee9d08184-8d6a-4f73-93d0-6fa84432029d
1047,cash transaction,1234005180000,-122.811666,37.100555,http://www.c2s2.jhuapl.edu/sdg#cash_transaction_02072009_0613_-122-811666_37-100555,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable7b7aae97-16ea-45bd-87df-231f01c42a13
1048,cash transaction,1233714660000,-122.700555,37.0075,http://www.c2s2.jhuapl.edu/sdg#cash_transaction_02032009_2131_-122-700555_37-0075,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable7b7aae97-16ea-45bd-87df-231f01c42a13
1049,fertilizer bag,1233955860000,-122.775833,37.946388,http://www.c2s2.jhuapl.edu/sdg#fertilizer_bag_02062009_1631_-122-775833_37-946388,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable3623aba7-2821-41fa-82dd-fcf3d2a60854
1050,fill container,1233739920000,-122.736111,37.945555,http://www.c2s2.jhuapl.edu/sdg#fill_container_02042009_0432_-122-736111_37-945555,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observablecf79d4ee-4565-4e6d-9712-17dce7b8bc74
1051,fill container,1234021320000,-122.848888,37.038611,http://www.c2s2.jhuapl.edu/sdg#fill_container_02072009_1042_-122-848888_37-038611,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observablecf79d4ee-4565-4e6d-9712-17dce7b8bc74
1052,loaded truck,1233706980000,-122.739166,37.966666,http://www.c2s2.jhuapl.edu/sdg#loaded_truck_02032009_1923_-122-739166_37-966666,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1053,wheel barrels,1233999060000,-122.575,37.038611,http://www.c2s2.jhuapl.edu/sdg#wheel_barrels_02072009_0431_-122-575_37-038611,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1054,cash transaction,1233646140000,-122.648888,37.915277,http://www.c2s2.jhuapl.edu/sdg#cash_transaction_02032009_0229_-122-648888_37-915277,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable7b7aae97-16ea-45bd-87df-231f01c42a13
1055,box trucks,1233693840000,-122.700277,37.915277,http://www.c2s2.jhuapl.edu/sdg#box_trucks_02032009_1544_-122-700277_37-915277,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1056,fertilizer,1233854040000,-122.575277,37.100555,http://www.c2s2.jhuapl.edu/sdg#fertilizer_02052009_1214_-122-575277_37-100555,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable3623aba7-2821-41fa-82dd-fcf3d2a60854
1057,7 gal plastic jugs,1233721680000,-122.649444,37.070555,http://www.c2s2.jhuapl.edu/sdg#7_gal_plastic_jugs_02032009_2328_-122-649444_37-070555,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1058,bags of fertilizer,1233876960000,-122.576388,37.069444,http://www.c2s2.jhuapl.edu/sdg#bags_of_fertilizer_02052009_1836_-122-576388_37-069444,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1059,small white car,1233828360000,-122.739166,37.100555,http://www.c2s2.jhuapl.edu/sdg#small_white_car_02052009_0506_-122-739166_37-100555,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1060,sedan,1233811500000,-122.812777,37.038333,http://www.c2s2.jhuapl.edu/sdg#sedan_02052009_0025_-122-812777_37-038333,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1061,cash transaction,1233694380000,-122.774722,37.978611,http://www.c2s2.jhuapl.edu/sdg#cash_transaction_02032009_1553_-122-774722_37-978611,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable7b7aae97-16ea-45bd-87df-231f01c42a13
1062,tarp,1234018800000,-122.813055,37.901666,http://www.c2s2.jhuapl.edu/sdg#tarp_02072009_1000_-122-813055_37-901666,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable84098015-7872-49b5-b34d-eccf22a4a628
1063,security perimeter,1233787800000,-122.703055,37.1025,http://www.c2s2.jhuapl.edu/sdg#security_perimeter_02042009_1750_-122-703055_37-1025,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1064,cash transaction,1233969240000,-122.812222,37.071388,http://www.c2s2.jhuapl.edu/sdg#cash_transaction_02062009_2014_-122-812222_37-071388,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable7b7aae97-16ea-45bd-87df-231f01c42a13
1065,fertilizer,1233712980000,-122.571944,37.946388,http://www.c2s2.jhuapl.edu/sdg#fertilizer_02032009_2103_-122-571944_37-946388,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable3623aba7-2821-41fa-82dd-fcf3d2a60854
1066,white truck,1233860040000,-122.676666,37.976666,http://www.c2s2.jhuapl.edu/sdg#white_truck_02052009_1354_-122-676666_37-976666,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1067,bags of sugar,1233931320000,-122.6125,37.072222,http://www.c2s2.jhuapl.edu/sdg#bags_of_sugar_02062009_0942_-122-6125_37-072222,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1068,blue car,1233852900000,-122.703055,37.069722,http://www.c2s2.jhuapl.edu/sdg#blue_car_02052009_1155_-122-703055_37-069722,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1069,fertilizer bag,1233970260000,-122.775833,37.946388,http://www.c2s2.jhuapl.edu/sdg#fertilizer_bag_02062009_2031_-122-775833_37-946388,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable3623aba7-2821-41fa-82dd-fcf3d2a60854
1070,blue car,1233658860000,-122.703055,37.904166,http://www.c2s2.jhuapl.edu/sdg#blue_car_02032009_0601_-122-703055_37-904166,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1071,cab,1233854040000,-122.703055,37.069722,http://www.c2s2.jhuapl.edu/sdg#cab_02052009_1214_-122-703055_37-069722,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1072,sedan,1233825960000,-122.812777,37.038333,http://www.c2s2.jhuapl.edu/sdg#sedan_02052009_0426_-122-812777_37-038333,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1073,blue car,1233680460000,-122.703055,37.904166,http://www.c2s2.jhuapl.edu/sdg#blue_car_02032009_1201_-122-703055_37-904166,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1074,cash transaction,1233881340000,-122.848888,37.914722,http://www.c2s2.jhuapl.edu/sdg#cash_transaction_02052009_1949_-122-848888_37-914722,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable7b7aae97-16ea-45bd-87df-231f01c42a13
1075,cash transaction,1233901080000,-122.571944,37.946388,http://www.c2s2.jhuapl.edu/sdg#cash_transaction_02062009_0118_-122-571944_37-946388,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable7b7aae97-16ea-45bd-87df-231f01c42a13
1076,white truck,1233867240000,-122.676666,37.976666,http://www.c2s2.jhuapl.edu/sdg#white_truck_02052009_1554_-122-676666_37-976666,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1077,bags of sugar,1233952860000,-122.6125,37.072222,http://www.c2s2.jhuapl.edu/sdg#bags_of_sugar_02062009_1541_-122-6125_37-072222,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1078,cash transaction,1233721020000,-122.703055,37.9475,http://www.c2s2.jhuapl.edu/sdg#cash_transaction_02032009_2317_-122-703055_37-9475,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable7b7aae97-16ea-45bd-87df-231f01c42a13
1079,cash transaction,1233951960000,-122.649722,37.914722,http://www.c2s2.jhuapl.edu/sdg#cash_transaction_02062009_1526_-122-649722_37-914722,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable7b7aae97-16ea-45bd-87df-231f01c42a13
1080,sheet of tarp,1234051380000,-122.703055,37.9475,http://www.c2s2.jhuapl.edu/sdg#sheet_of_tarp_02072009_1903_-122-703055_37-9475,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1081,tarps,1233996540000,-122.576388,37.069444,http://www.c2s2.jhuapl.edu/sdg#tarps_02072009_0349_-122-576388_37-069444,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable84098015-7872-49b5-b34d-eccf22a4a628
1082,delivery truck,1233662040000,-122.849444,37.038611,http://www.c2s2.jhuapl.edu/sdg#delivery_truck_02032009_0654_-122-849444_37-038611,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1083,box truck,1233728820000,-122.770555,37.946111,http://www.c2s2.jhuapl.edu/sdg#box_truck_02042009_0127_-122-770555_37-946111,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1084,car,1233922740000,-122.700277,37.915277,http://www.c2s2.jhuapl.edu/sdg#car_02062009_0719_-122-700277_37-915277,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable66ae3f5d-2bf9-4ab4-a96f-c39d23bf0105
1085,cash transaction,1233693960000,-122.612222,37.904722,http://www.c2s2.jhuapl.edu/sdg#cash_transaction_02032009_1546_-122-612222_37-904722,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable7b7aae97-16ea-45bd-87df-231f01c42a13
1086,small white car,1233850080000,-122.739166,37.100555,http://www.c2s2.jhuapl.edu/sdg#small_white_car_02052009_1108_-122-739166_37-100555,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1087,cash transaction,1233807840000,-122.766666,37.100277,http://www.c2s2.jhuapl.edu/sdg#cash_transaction_02042009_2324_-122-766666_37-100277,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable7b7aae97-16ea-45bd-87df-231f01c42a13
1088,cash transaction,1233702060000,-122.701388,37.038611,http://www.c2s2.jhuapl.edu/sdg#cash_transaction_02032009_1801_-122-701388_37-038611,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable7b7aae97-16ea-45bd-87df-231f01c42a13
1089,empty plastic barrels,1233944100000,-122.575277,37.100555,http://www.c2s2.jhuapl.edu/sdg#empty_plastic_barrels_02062009_1315_-122-575277_37-100555,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable54acddcf-76bb-4915-a603-a9c961ecef2e
1090,new car in area,1233848460000,-122.739444,37.976666,http://www.c2s2.jhuapl.edu/sdg#new_car_in_area_02052009_1041_-122-739444_37-976666,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1091,fill jugs with liquid,1233870600000,-122.738888,37.976388,http://www.c2s2.jhuapl.edu/sdg#fill_jugs_with_liquid_02052009_1650_-122-738888_37-976388,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1092,soil,1234005120000,-122.736111,37.945555,http://www.c2s2.jhuapl.edu/sdg#soil_02072009_0612_-122-736111_37-945555,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable07876394-5310-40df-8cf4-581884cec827
1093,cash transaction,1233807960000,-122.612222,37.100555,http://www.c2s2.jhuapl.edu/sdg#cash_transaction_02042009_2326_-122-612222_37-100555,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable7b7aae97-16ea-45bd-87df-231f01c42a13
1094,cash transaction,1233673320000,-122.7375,37.100555,http://www.c2s2.jhuapl.edu/sdg#cash_transaction_02032009_1002_-122-7375_37-100555,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable7b7aae97-16ea-45bd-87df-231f01c42a13
1095,abandoned car,1234018020000,-122.702777,37.007777,http://www.c2s2.jhuapl.edu/sdg#abandoned_car_02072009_0947_-122-702777_37-007777,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1096,red car,1233704700000,-122.576111,37.038888,http://www.c2s2.jhuapl.edu/sdg#red_car_02032009_1845_-122-576111_37-038888,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1097,mixing container,1233646500000,-122.6125,37.072222,http://www.c2s2.jhuapl.edu/sdg#mixing_container_02032009_0235_-122-6125_37-072222,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1098,waste water,1233760620000,-122.612222,37.904722,http://www.c2s2.jhuapl.edu/sdg#waste_water_02042009_1017_-122-612222_37-904722,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observablea41446b7-2c24-41a8-97ee-75f0278729df
1099,bags of sugar,1233967260000,-122.6125,37.072222,http://www.c2s2.jhuapl.edu/sdg#bags_of_sugar_02062009_1941_-122-6125_37-072222,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1100,empty 55 gal barrels,1233662340000,-122.739166,37.977222,http://www.c2s2.jhuapl.edu/sdg#empty_55_gal_barrels_02032009_0659_-122-739166_37-977222,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1101,rubble,1233909840000,-122.648611,37.945555,http://www.c2s2.jhuapl.edu/sdg#rubble_02062009_0344_-122-648611_37-945555,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable6d7b78a6-abee-43fb-befa-563cee5a4d71
1102,disturbed soil,1233692820000,-122.576388,37.940555,http://www.c2s2.jhuapl.edu/sdg#disturbed_soil_02032009_1527_-122-576388_37-940555,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable07876394-5310-40df-8cf4-581884cec827
1103,move items,1233753720000,-122.811388,37.946111,http://www.c2s2.jhuapl.edu/sdg#move_items_02042009_0822_-122-811388_37-946111,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1104,cash transaction,1233911400000,-122.676666,37.976666,http://www.c2s2.jhuapl.edu/sdg#cash_transaction_02062009_0410_-122-676666_37-976666,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable7b7aae97-16ea-45bd-87df-231f01c42a13
1105,CC Purchase from Food & Beverages- 2 - San Francisco,1233921000000,-122.7025,37.470555,http://www.c2s2.jhuapl.edu/sdg#CC_Purchase_from_Food_&_Beverages-_2_-_San_Francisco_02062009_0650_-122-7025_37-470555,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1106,grinder,1234021920000,-122.738055,37.069444,http://www.c2s2.jhuapl.edu/sdg#grinder_02072009_1052_-122-738055_37-069444,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1107,large plastic barrel,1234025940000,-122.738888,37.976388,http://www.c2s2.jhuapl.edu/sdg#large_plastic_barrel_02072009_1159_-122-738888_37-976388,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable2db96199-ad75-41be-b2de-c4b3395300ed
1108,disturbed soil,1233696360000,-122.576388,37.940555,http://www.c2s2.jhuapl.edu/sdg#disturbed_soil_02032009_1626_-122-576388_37-940555,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable07876394-5310-40df-8cf4-581884cec827
1109,Urea Chemical Signature,1233943200000,-122.689957,37.50867,http://www.c2s2.jhuapl.edu/sdg#Urea_Chemical_Signature_02062009_1300_-122-689957_37-508670,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observablec54324e9-8456-49bb-9eac-05d53a128ae6
1110,grinding equipment,1233864300000,-122.736111,37.945555,http://www.c2s2.jhuapl.edu/sdg#grinding_equipment_02052009_1505_-122-736111_37-945555,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable394afe42-4241-4393-a480-f72784d19527
1111,empty 55 gal barrels,1233669600000,-122.739166,37.977222,http://www.c2s2.jhuapl.edu/sdg#empty_55_gal_barrels_02032009_0900_-122-739166_37-977222,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1112,delivery truck,1233947820000,-122.702777,37.008333,http://www.c2s2.jhuapl.edu/sdg#delivery_truck_02062009_1417_-122-702777_37-008333,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1113,passenger car,1233771120000,-122.739722,37.039444,http://www.c2s2.jhuapl.edu/sdg#passenger_car_02042009_1312_-122-739722_37-039444,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1114,stack of lumber,1233997920000,-122.576111,37.114166,http://www.c2s2.jhuapl.edu/sdg#stack_of_lumber_02072009_0412_-122-576111_37-114166,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1115,change in traffic,1234003080000,-122.6125,37.072222,http://www.c2s2.jhuapl.edu/sdg#change_in_traffic_02072009_0538_-122-6125_37-072222,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observablede43c403-b128-49e9-951e-33b1ec0030b5
1116,lumber,1233684540000,-122.812777,37.945833,http://www.c2s2.jhuapl.edu/sdg#lumber_02032009_1309_-122-812777_37-945833,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable8347aaef-0e53-4765-87f1-634decd2983c
1117,move items,1233768120000,-122.811388,37.946111,http://www.c2s2.jhuapl.edu/sdg#move_items_02042009_1222_-122-811388_37-946111,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1118,Bridget Freeman,1233831600000,-122.649444,37.038611,http://www.c2s2.jhuapl.edu/sdg#Bridget_Freeman_02052009_0600_-122-649444_37-038611,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1119,metal kettle,1233648360000,-122.703055,37.1025,http://www.c2s2.jhuapl.edu/sdg#metal_kettle_02032009_0306_-122-703055_37-1025,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1120,waste water,1233932400000,-122.774722,37.978611,http://www.c2s2.jhuapl.edu/sdg#waste_water_02062009_1000_-122-774722_37-978611,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observablea41446b7-2c24-41a8-97ee-75f0278729df
1121,grinder,1234025580000,-122.738055,37.069444,http://www.c2s2.jhuapl.edu/sdg#grinder_02072009_1153_-122-738055_37-069444,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1122,small white car,1233662820000,-122.739166,37.100555,http://www.c2s2.jhuapl.edu/sdg#small_white_car_02032009_0707_-122-739166_37-100555,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1123,stack of lumber,1233712500000,-122.812222,37.040555,http://www.c2s2.jhuapl.edu/sdg#stack_of_lumber_02032009_2055_-122-812222_37-040555,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1124,round barrels,1233786000000,-122.775833,37.946388,http://www.c2s2.jhuapl.edu/sdg#round_barrels_02042009_1720_-122-775833_37-946388,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1125,cash transaction,1233800340000,-122.700833,37.945833,http://www.c2s2.jhuapl.edu/sdg#cash_transaction_02042009_2119_-122-700833_37-945833,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable7b7aae97-16ea-45bd-87df-231f01c42a13
1126,Mike Loyola,1233774000000,-122.648888,37.946111,http://www.c2s2.jhuapl.edu/sdg#Mike_Loyola_02042009_1400_-122-648888_37-946111,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1127,white sedan,1233744480000,-122.703055,37.904166,http://www.c2s2.jhuapl.edu/sdg#white_sedan_02042009_0548_-122-703055_37-904166,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1128,abandoned car,1234057560000,-122.702777,37.007777,http://www.c2s2.jhuapl.edu/sdg#abandoned_car_02072009_2046_-122-702777_37-007777,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1129,petro-chemical signature,1233831420000,-122.575,37.038611,http://www.c2s2.jhuapl.edu/sdg#petro-chemical_signature_02052009_0557_-122-575_37-038611,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable84b303c1-97dc-4f55-a293-bfc5c5c9e99b
1130,abandoned truck,1234031940000,-122.700833,37.945833,http://www.c2s2.jhuapl.edu/sdg#abandoned_truck_02072009_1339_-122-700833_37-945833,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1131,urea signature,1233655740000,-122.848055,37.900555,http://www.c2s2.jhuapl.edu/sdg#urea_signature_02032009_0509_-122-848055_37-900555,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1132,mixing container,1233682560000,-122.6125,37.072222,http://www.c2s2.jhuapl.edu/sdg#mixing_container_02032009_1236_-122-6125_37-072222,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observableeaa83378-2503-4b47-ac8c-92284ef22b58
1133,metal barrel,1233936540000,-122.848888,37.038611,http://www.c2s2.jhuapl.edu/sdg#metal_barrel_02062009_1109_-122-848888_37-038611,http://www.c2s2.jhuapl.edu/2009/04/30/rnrm#observable88047359-96db-4d31-aa6d-88b1d5f43862
