Arrival Date,Arrival Time,Acquire Date,Acquire Time,Long,Lat,Observation
02/15/2009,03:03,02/09/2009,03:08,-122.811666,37.978888,empty fertilizer bags
02/15/2009,03:28,02/09/2009,11:07,-122.811666,37.978888,empty fertilizer bags
02/15/2009,03:28,02/08/2009,01:08,-122.739444,37.976666,UN chemical signature
02/15/2009,03:55,02/10/2009,09:19,-122.738888,37.976388,slurry
02/15/2009,04:04,02/10/2009,00:41,-122.738888,37.976388,urea chemical signature
02/15/2009,04:12,02/09/2009,10:18,-122.648888,37.949166,propane burner
02/15/2009,04:13,02/10/2009,10:40,-122.738888,37.976388,urea chemical signature
02/15/2009,04:16,02/10/2009,15:07,-122.739444,37.976666,UN chemical signature
02/15/2009,04:30,02/10/2009,13:01,-122.576388,37.069444,Procurement Personnel
02/15/2009,04:38,02/10/2009,02:17,-122.775833,37.07,7 gal black plastic jugs
02/15/2009,05:10,02/08/2009,23:42,-122.774722,37.135833,tarps
02/15/2009,05:12,02/10/2009,16:18,-122.775833,37.07,7 gal black plastic jugs
02/15/2009,05:19,02/10/2009,18:18,-122.775833,37.07,7 gal black plastic jugs
02/15/2009,05:23,02/09/2009,10:38,-122.612777,37.100277,empty fertilizer bags
02/15/2009,05:25,02/08/2009,11:49,-122.736111,37.945555,UN chemical signature
02/15/2009,05:28,02/09/2009,14:38,-122.612777,37.100277,empty fertilizer bags
02/15/2009,05:52,02/08/2009,10:35,-122.773611,37.980833,empty fertilizer bags
02/15/2009,06:08,02/08/2009,18:36,-122.773611,37.980833,empty fertilizer bags
02/15/2009,06:23,02/09/2009,22:10,-122.811388,37.946111,UN chemical signature
02/15/2009,06:42,02/09/2009,08:08,-122.703055,37.1025,wide security perimeter
02/15/2009,07:43,02/09/2009,00:22,-122.649722,37.914722,full fertilizer bags
02/15/2009,07:48,02/09/2009,17:45,-122.736111,37.945555,change in traffic
02/15/2009,07:49,02/10/2009,07:52,-122.739444,37.976666,abandoned building
02/15/2009,12:33,02/10/2009,16:06,-122.703055,37.1025,abandoned building
02/15/2009,14:10,02/10/2009,05:15,-122.575,37.038611,abandoned building
02/16/2009,00:18,02/09/2009,16:08,-122.739722,37.100277,empty fertilizer bags
02/16/2009,01:18,02/10/2009,07:05,-122.838611,37.976388,full fertilizer bags
02/16/2009,01:40,02/10/2009,15:47,-122.739444,37.976666,shovels
02/16/2009,02:52,02/10/2009,17:37,-122.739444,37.915,UN chemical signature
02/16/2009,03:10,02/09/2009,09:50,-122.849166,37.069722,tarps
02/16/2009,03:47,02/09/2009,22:50,-122.849166,37.069722,tarps
02/16/2009,04:07,02/09/2009,12:41,-122.739444,37.976666,urea chemical signature
02/16/2009,04:19,02/09/2009,20:24,-122.703055,37.1025,urea chemical signature
02/16/2009,04:22,02/09/2009,18:00,-122.6125,37.072222,abandoned building
02/16/2009,04:42,02/10/2009,02:08,-122.703055,37.1025,propane burner
02/16/2009,04:51,02/10/2009,11:32,-122.575,37.038611,wheel barrels
02/16/2009,04:57,02/10/2009,17:09,-122.703055,37.1025,propane burner
02/16/2009,05:43,02/09/2009,07:48,-122.736111,37.945555,UN chemical signature
02/16/2009,06:36,02/10/2009,09:11,-122.811388,37.946111,UN chemical signature
02/16/2009,08:40,02/09/2009,03:38,-122.648888,37.946111,empty fertilizer bags
02/17/2009,00:34,02/10/2009,23:08,-122.739722,37.100277,empty fertilizer bags
02/17/2009,00:39,02/10/2009,03:26,-122.575,37.038611,shovels
02/17/2009,01:17,02/10/2009,23:49,-122.811388,37.946111,slurry
02/17/2009,04:07,02/10/2009,00:50,-122.849166,37.069722,tarps
02/17/2009,05:40,02/10/2009,06:43,-122.774722,37.135833,tarps
02/17/2009,05:45,02/10/2009,11:46,-122.848888,37.038611,wide security perimeter
02/17/2009,06:13,02/10/2009,13:47,-122.848888,37.038611,wide security perimeter
02/17/2009,07:22,02/10/2009,01:36,-122.773611,37.980833,empty fertilizer bags
02/17/2009,07:30,02/10/2009,05:36,-122.773611,37.980833,empty fertilizer bags
02/17/2009,07:43,02/10/2009,12:37,-122.773611,37.980833,empty fertilizer bags
03/16/2009,00:19,02/09/2009,09:01,-122.770555,37.946111,HME Personnel
